id,sentence,difficulty
1872,Une autre organisation qui produit sa part d'impact sur les peuples autochtones de la côte est la Commission baleinière internationale .,C1
1873,J'en connais qu'une seule : Valérie,A2
1874,J'aime beaucoup ceux avec la tour Eiffel.,A1
1875,"Beaucoup voient leur nid familial sous un nouveau jour : ""Les appartements parisiens des arrondissements historiques sont peut-être plein de charme, mais ils sont surtout trop petits"", se moque le Wall Street Journal.",B2
1876,Ils furent allés acheter une panoplie de produits d'entretien pour décrasser leur garage.,C1
1877,On doit toujours écouter ses parents,A1
1878,Qu'est-ce que vous voulez ?,A2
1879,"J'aimai, je respectai mille fois plus Ellénore après qu'elle se fut donnée.",C2
1880,"s'ils ont la garde légale de leur progéniture, ils doivents absolument montrer les papiers légaux de garde",C1
1881,Juste un petit peu.,A1
1882,"Voilà, monsieur",A1
1883,"Personnalité clivante au sein de la majorité, la ministre de la transition écologique, Barbara Pompili, a la lourde tâche de redorer le bilan environnemental d'Emmanuel Macron pour l'élection présidentielle de 2022.",C1
1884,Je promettais de dire la vérité.,A2
1885,"Plusieurs années avant de se faire connaitre sous le nom de Saul Goodman, James McGill était un arnaqueur à Cicero et comptait sur son frère Charles McGill, un grand avocat, pour sortir de prison quand il était arrêté.",C1
1886,"Après quelques mois de cette pauvreté noble, assiégée par les lettres continuelles de Limercati, et même du comte N. qui lui aussi voulait épouser, il arriva que le marquis del.",C1
1887,"Dès que j'eus dégusté mon repas, je me sentis apaisé.",C2
1888,"Pour conjurer les deux mois de vacances, ils achètent donc leur potion en librairie pour uninvestissement moyen de 7 euros.",C2
1889,Le débat porte plutôt sur l'utilité d'une telle mesure.,B1
1890,"Cette façon d'entrer dans les pensées des personnages presque par effraction, sans s'excuser, et de naviguer dans un océan à l'amplitude universelle : les méandres des souvenirs qui à la fois hantent et illuminent nos vies.",C1
1891,"C'est ici, Monsieur.",A1
1892,Sa grossesse se passe bien et elle travaille toujours dans le même restaurant.,B1
1893,"Une fois rentrés chez eux, les élèves que j'ai pu étudier au lycée Dorian vont sur des plates-formes, alors pas forcément les plates-formes académiques type ENT, mais vont par exemple sur Facebook, ils coopèrent, ils s'échangent des informations sur les cours, sur les exercices.",C2
1894,"Si tu as mal au dos, je peux te faire un massage, ça aide souvent.",B1
1895,"Son fils l'aide, mais il est encore très jeune : il n'a que treize ans, ce n'est pas encore un guerrier.",A2
1896,"Le ministre de l'Education a lancé un appel d'offres aux associations pour introduire en primaire une initiation au code informatique , facultative, sur les temps périscolaires dégagés par la réforme des rythmes scolaires.",C2
1897,"Moi-même, je suis séduit par la coincidentia oppositorum, la nécessité de maintenir ensemble les contraires.",C2
1898,Le livre est mis en vitrine par les libraires,A2
1899,"Entre 47 et 53 ans, un chômeur a 1 chance sur 10 de retrouver un contrat à durée indéterminée, déplore Jacques Gosselin, qui a créé il y a un an la Fédération interrégionale pour le développement de l'emploi des seniors.",C1
1900,Mais trop de gens sont encore désarmés face aux ordinateurs.,C2
1901,Il est allé chez le dentiste pour enlever une dent hier matin avant d'aller au travail.,A2
1902,"Dernièrement, le ministre de l'éducation nationale a souhaité durcir l'interdiction des téléphones portables au collège qui existe déjà, mais qui, en pratique, n'est pas suffsamment appliquée parce qu'aucune sanction n'est prévue.",B2
1903,"Je m'occuperai des enfants ce week-end-là, j'ai déjà posé mes congés.",B1
1904,"Une opération à renouveler 2 à 3 fois, avant de l'émietter le plus finement possible, la chiquetailler, comme on dit aux Antilles",C1
1905,Je lui ferai découvrir les villes de Lyon et de Montpellier.,B1
1906,"Enfin, vous signerez avec votre certificat électronique l'ensemble de ces éléments avant de cliquer sur envoi .",B2
1907,"Le chat a voulu s'asseoir dans le fauteuil, mais Simon n'a pas voulu.",A1
1908,C'est pas mal.,A1
1909,"Au bout de trois ans et trois jours, le prince a enfin découvert l'enchanteresse?",B1
1910,"A chaque épée de lumière jaillie du sable, d'un coquillage blanchi ou d'un débris de verre, mes mâchoires se crispaient.",C1
1911,"Je voudrais réserver une chambre double pour deux nuits, s'il vous plaît.",A1
1912,"À l'extrémité de la digue on voyait s'élever, sur les dessins du fameux marquis Gagnola, une chapelle bâtie tout entière en blocs de granit énormes, et, dans la chapelle, Marchesi, le sculpteur à la mode de Milan, lui bâtissait un tombeau sur lequel des bas-reliefs nombreux devaient représenter les belles actions de ses ancêtres.",C1
1913,"Pour notre entreprise, externaliser, c'est se concentrer sur nos activités principales, recherche et commercialisation, que nous maîtrisons parfaitement et faire réaliser par des intervenants extérieurs les activités de production et les essais cliniques.",B2
1914,Nous aurions de toute évidence du mal à les rendre.,B1
1915,"Yukihiro a déjà investi 2, 3 millions d'euros dans son procédé unique au monde, qui vient d'être installé, à la demande du maire, dans la commune d'Uki, au sud du pays.",B2
1916,Plusieurs personnes qui ont vécu ces jours tourmentés racontent.,C1
1917,Le soleil aplatissait le chemin du Quai à grands coups de langue,C2
1918,"Le vêtement est comme un enduit ; il met tout en relief, et la toilette a été inventée bien plutôt pour faire ressortir des avantages corporels que pour voiler des imperfections.",C2
1919,"J'étais assez calme, j'avais beaucoup de copains et je passais des heures avec eux tous les jours",A1
1920,"L'auteur évoque l'insouciance des journées passées avec la panse pleine et sa conviction, acquise dans le monde du vagabondage, que le travail régulier, dégradant, ne fera plus jamais partie de son mode de vie.",C2
1921,"Elle mit vivement son chapeau à plumes, sa cape et elle partit en silence sans ajouter le moindre mot.",B2
1922,"Contre le mur, il y a une grande affiche",A1
1923,"Pareil pour les mathématiques , poursuit David Wilgenbus.",C2
1924,"Elle signifie ""transmettre à quelqu'un un message qu'on a reçu de quelqu'un d'autre et qui lui était adressé"".",A2
1925,"Sur 110 000 appels reçus par la ligne Jeunes écoute violence d'Ile-de-France en 2000, environ 4000 avaient trait à des agressions survenues en milieu scolaire, essentiellement au collège.",C1
1926,"En 2019, le taux d'imposition de l'énergie était de 335 francs par tonne d'équivalent pétrole (TEP), une unité de mesure qui permet de comparer entre eux les différents agents énergétiques.",C1
1927,La situation est plus complexe pour les parents divorcés ou séparés,B2
1928,Je me sens très bien dans ma nouvelle maison !,A2
1929,"Au Québec on ne discute pas, on jase",C1
1930,"Oui, elle est grande. Mais le lit est petit.",A1
1931,Elle passe aussi à la boulagerie et elle achète une baguette toute chaude et des croissants pour le petit-déjeuner,A1
1932,"Ma chère Anne, je n'ai pas trouvè le mari vraiment charmante non plus.",B1
1933,Les habitants seraient très choqués d'apprendre l'interdiction des voitures en centre-ville.,B2
1934,Ils leur imposent plus de contraintes morales et leur demandent de tout sacrifier à la réussite scolaire.,B2
1935,"Et la Bretagne offre cette respiration, parce que chez nous, le luxe c'est l'espace.",B1
1936,Il accepte de le cacher dans sa poitrine.,A2
1937,"Bien que les policiers réclament plus de pouvoirs concernant l'écoute électronique des logiciels de téléphonie Internet, l'Italie a souligné son désaccord avec une telle politique.",C1
1938,J'ai lu et bien compris l'histoire.,A2
1939,Ce spectacle est très amusant.,A1
1940,"Pour les femmes surtout, nuancent Régine Lemoine-Darthois et Elisabeth Weissman.",C1
1941,L'école n'a plus la même fonction qu'hier parce que le monde a changé.,A2
1942,"Ils se disent prêts à quitter travail et confort, à s'éloigner de leurs amis, à ""gagner moins pour vivre mieux"".",A2
1943,"J'ai été élevé par deux femmes exceptionnelles, racontait-il clans une Interview enregistrée en 1981 oui il apparaît, direct et affable, en compagnie de sa fille et de sa petite-fille",C1
1944,"Même à l'âge de 11 ans, on doit subir des contrôles dans toutes les matières.",B1
1945,Je suis d'accord.,A1
1946,"Cette femme, malgré sa situation désavantageuse, avait montré, dans plusieurs occasions, un caractère distingué.",B2
1947,Les divers modèles de suspensions nécessitent de bons réglages car la moindre perte d'adhérence peut amener à la perte de contrôle de la moto; elles ont évolué avec le temps.,C2
1948,"Aux premiers abords, cette race peut se méfier des étrangers, mais est facilement docile avec son maître.",B2
1949,"Aujourd'hui, avec mes parents et ma soeur nous partons en voyage.",A1
1950,L'exploitation est la plupart du temps confiée à des sociétés privées européennes ou asiatiques.,B2
1951,Enfin j'entendis sonner l'heure à laquelle je devais me rendre chez le comte.,C2
1952,"Quand il ne fait pas beau, j'y vais en bus",A1
1953,Je veux espérer qu'il n'a pas vu l'affiche !,A2
1954,Je regarde les oiseaux à travers la fenêtre de ma chambre.,A1
1955,Et puis après quelques jours tout était plus facile.,B1
1956,Je vais prendre la tarte tatin.,A1
1957,Je te propose un rendez-vous à 20 heures au bar,A2
1958,Le temps des hommes s'articule autour de ce jour chômé.,C2
1959,"Le personnage de Saul Goodman est créé pour conduire Walter et Jesse vers un trafic de drogue à plus grande échelle, suppléant à des personnages tels que Badger, un petit trafiquant ami de Jesse.",C1
1960,"Malgré le danger, il a gardé la tête froide durant cette expérience.",B2
1961,"Craignant la défaite électorale, Trump dégobille allègrement sur le système électoral, parle de fraude et d'irrégularités, comme si elles étaient monnaie courante.",C2
1962,"Si l'épicerie avait été ouverte, nous aurions acheté du lait.",B2
1963,Je vais à l'école pendant la journée.,A2
1964,"Dans la profondeur des hautes bâtisses moyenâgeuses de la rue des Nobles ou de la rue des Archers se creusent des espèces d'arrière-cours où les sombres maçonneries qui les encadrent entretiennent une constante humidité de sépulcre et ne laissent pénétrer qu'un filet de jour spectral, tombé du mince hublot de ciel que découpent les toits en surplomb.",C2
1965,"Son inégale diffusion dans l'espace, son intensité variable commandent les transformations démographiques et sociales des populations et modifient a terme les paysages géographiques.",C1
1966,"Elle rencontra Candide en revenant au château, et rougit ; Candide rougit aussi ; elle lui dit bonjour d'une voix entrecoupée, et Candide lui parla sans savoir ce qu'il disait.",B2
1967,Nous sommes dans un monde globalement mieux nourri.,B2
1968,"A côté des progrès récents dans le domaine des biothérapies, la modulation nutritionnelle de l'inflammation intestinale offre des possibilités thérapeutiques simples, et sûres.",C2
1969,"Elle était très religieuse, parce que la religion condamnait rigoureusement son genre de vie.",B2
1970,Je fais mon exposé devant toute la classe.,A1
1971,"Moi, leur turbulence me fatiguait et je trouvais distingué de m'ennuyer auprès de M. Barrault pendant qu'ils jouaient aux barres.",C1
1972,"Vivement que tout soit fini, que le village redevienne ce qu'il était.",A2
1973,"Au café, le patron allume la télé à l'heure de l'émission : Les clients la regardent, chacun y va de son commentaire.",A2
1974,"C'est en représentant mon journal, Le Parisien, à l'émission Res Publica, à la radio, que j'ai rencontré Jean-Luc Hess, qui dirigeait alors la station.",B1
1975,"L'entreprise déclarait en 2004 vouloir développer un système de transport lourd, voire super-lourd si la demande des clients suivait, sachant qu'à chaque augmentation de taille résulte une diminution significative du coût par kilogramme en orbite.",C1
1976,Comment peut-on aimer l'école ?,A2
