id,sentence,difficulty
1722,yukihiro kimura inventeur du recyclage des couchesculottes en combustible yonago japon,B2
1723,je cherchai enfin un raisonnement qui pût me tirer de cette lutte avec honneur à mes propres yeux,C2
1724,ils étaient là,A1
1725,bienaimé maudit soit cet orage qui me retint en mer mempêchant de venir à temps ,C1
1726,de délicieux petits beignets tendres et croustillants à la fois une recette idéale pour voyager sous le soleil des tropiques,C1
1727,lorsque jaurai terminé mes études je prendrai une année sabbatique,B2
1728,pour certains auteurs les conséquences pourraient être une évolution importante de lorganisation traditionnelle de lentreprise,C2
1729,une crise survient à lissue dune période de quelques mois pendant laquelle la pression  professionnelle familiale ou existentielle  ne cesse de monter,C1
1730,une plaisanterie plus légère une conversation plus variée un mélange particulier de mélancolie et de gaieté de découragement et dintérêt denthousiasme et dironie étonnèrent et attachèrent ellénore,C2
1731,un graphe paysager représentant le réseau de prairie au niveau régional zone englobant essentiellement les plateaux jurassiens du département du doubs avait déjà été réalisé dans une étude précédente à partir dune carte doccupation du sol moins précise et dérivée dune classification dimage satellitaire  cette première étude avait permis de tester différents paramétrages du graphe pour représenter avec le plus de validité linfrastructure prairiale telle quelle est perçue par les campagnols terrestres,C1
1732,le portable permet aux jeunes de garder un espace privé au sein de la vie familiale,B2
1733,en chine la fête des mères a lieu le 2e dimanche de mai,B1
1734,le marché fut bientôt conclu,B2
1735,cest fini,A1
1736,linégalité entre pays riches et pauvres ainsi quelle saute aux yeux au mitant du dernier siècle au moment des décolonisations nétait ni éternelle ni inévitable,C1
1737,pendant sa courte période dactivité le robot a travaillé darrachepied,B2
1738,jai accepté la demande de neera tanden de retirer sa candidature a annoncé joe biden dans un communiqué,B2
1739,le chat est arrivé dans le salon et il gratté le fauteuil avec ses griffes,A1
1740,hélas cest une interjection qui exprime la plainte la souffrance le regret,B1
1741,au collège et au lycée on pratique lart de la conversation celui de la complicité des petites passions partagées dans un sentiment de légèreté et dinsouciance puisque rien nest définitif,B2
1742,la chandeleur est une fête très ancienne,A2
1743,lécole ne peut pas tout faire,A2
1744,ce magasin nest pas loins de chez moi,A1
1745,pour clore cette monographie du café constantinopolitain citonsen un autre qui nest guère fréquenté que par des matelots,C1
1746,cest ce que tâcherait de concevoir une pensée véritablement complexe inspirée dedgar morin qui aurait conscience des liens unissant chaque chose,C2
1747,il nest jamais retourné à brazzaville où il a passé une partie de son enfance,B1
1748,non il ne la pas encore reconnu je crois,A2
1749,il y a deux trains pour lille le matin,A1
1750,sil fait tenir dans trois cents pages dix ans dune vie pour montrer quelle a été au milieu de tous les êtres qui lont entourée sa signification particulière et bien caractéristique il devra savoir éliminer parmi les menus événements innombrables et quotidiens tous ceux qui lui sont inutiles et mettre en lumière dune façon spéciale tous ceux qui seraient demeurés inaperçus pour des observateurs peu clairvoyants et qui donnent au livre sa portée sa valeur densemble,C1
1751,cest toujours un plaisir de vous écouter,A2
1752,quand lhomme de condition moyenne devient un grand personnage les flatteries commencent à se terner et les médisances à fleurir,C2
1753,soyons réceptif,C1
1754,il fait très froid ici,A2
1755,il nest guère étonnant dès lors que la bifurcation professionnelle et le déménagement prennent des allures de conversion identitaire ,C1
1756,dès quelle fut rentrée elle éclata en sanglots,C2
1757,le rouge est la couleure des tomates et des fraises,A1
1758,chaque fin de semaine ils partaient ensemble en randonnée dans les alpes,C1
1759,à 60 ans aujourdhui on a encore devant soi vingtcinq voire trente années  explique patrice leclerc responsable du programme personnes âgées à la fondation de france,B2
1760,pour se détendre théo prend souvent un bain le soir avant de jouer encore un peu et daller dormir,A2
1761,le chien battit de la queue frénétiquement puis il rejoignit sa maîtresse en aboyant joyeusement,C1
1762,en 1620 le mayflower  un bateau venu deurope  accoste dans une zone inconnue qui deviendra beaucoup plus tard la ville de plymouth dans le nord des étatsunis actuels,B2
1763,auparavant la duplication de ladn se faisait par clonage moléculaire  la séquence dintérêt était insérée dans le génome dune bactérie et lon se servait du taux de croissance élevé du microorganisme pour obtenir autant de clones de la séquence dadn,C2
1764,il doit se dépêcher pour ne pas être en retard à lécole,A2
1765,on doit aussi faire tous les exercices,A1
1766,oui un acte courageux surtout quand celleci va à lencontre de la frénésie ambiante de la course aux infos,B1
1767,tu manges beaucoup,A1
1768,la journée est longue pour lui,A2
1769,bonjour je mappelle igor,A1
1770,le net a encouragé des visions utopistes chez dautres,C1
1771,je voudrais bien construire les bâtiments les plus hauts du monde,B1
1772,mais sa voix on ne la pas beaucoup entendue,A2
1773,au début ça a été très compliqué à mettre en place en fin de compte,A2
1774,je ne trouve pas le livre que tu cherches,A1
1775,il naimait pas les plats de la cantine,A1
1776,nous neûmes aucun mal à retrouver lhomme parmi la foule des voyageurs qui convergeaient vers la sortie,C2
1777,emma de même aurait voulu fuyant la vie senvoler dans une étreinte,C2
1778,hannah regarda les sabots détestables qui pardessus le marché étaient vert fluo,B2
1779,une équation entre autres porte son nom,B2
1780,elle sest baignée elle sest reposée elle sest amusée,A1
1781,tu pensais toujours à ton amant qui tavait abandonné sans pitié,B1
1782,lécole donne des cours de français,A1
1783,les salariés qui ont cotisé suffisamment peuvent prendre leur retraite à 60 ans,B2
1784,un aspect qui différencie ces deux premiers profils cantonaux des autres cest le caractère de planification positive quont ces instruments de contingentement spatial  ils indiquent un objectif un état souhaitable en termes dextension maximale des surfaces urbanisées à un horizon temporel donné,C2
1785,il arrive que le portable brise les amitiés entre jeunes,B2
1786,en prenant des cours tu apprendrais plus vite,B1
1787,jaime beaucoup toute ma famille,A2
1788,dabord je dois aller à la boulangerie pour acheter du pain et des croissants,A2
1789,je lus un roman que je me fus procuré à la bibliothèque centrale,C2
1790,sil existe des dizaines de variantes à cette recette le chef gérard michel corbin nous propose dy apporter lui aussi sa touche personnelle,C1
1791,ils mont expliqué quils navaient pas encore vu quelquun daussi expressif et quils allaient me recontacter,B1
1792,les impôts sur le revenu et la fortune des personnes physiques sur le bénéfice et le capital des personnes morales ainsi que sur les bénéfices immobiliers sont des impôts directs que les cantons doivent prélever selon la lhid,C1
1793,une étude menée par des chercheurs de luniversité mcgill au canada vient apporter de nouveaux éléments sur cette étape,C2
1794,jai entendu dire que le maire souhaitait supprimer le festival de chants folkloriques,B2
1795,avec son repas en famille autour de sa traditionnelle dinde farcie thanksgiving est considérée comme une fête aussi importante que noël aux étatsunis et au canada,B2
1796,en amérique centrale cest francia márquez qui a réussi à organiser les femmes de la toma dans la région de cauca et à faire pression sur le gouvernement colombien pour arrêter lexploitation illégale de lor sur les terres ancestrales,B1
1797,on a un prof super cool genre métissé cheveux hirsutes fringues cooles et classes,C1
1798,utiliser des stoppeurs externes horloge messages davertissement parler de ses affects négatifs à des proches faire de la relaxation de la méditation du sport se rappeler les conséquences négatives dune consommation excessive encourager un discours critique peser le pour et le contre surfer sur lenvie la laisser venir résister et attendre quelle passe autant de moyens pour essayer dendiguer ces envies devenues incontrôlables,C2
1799,le soir nous avons mangé dans un excellent restaurant,A2
1800,cest un spectacle magique,A1
1801,en effet de nombreux concepts peuvent être abordés sans ordinateur,B2
1802,comment allezvous aujourdhui ,A1
1803,il a un appartement,A2
1804,le père éternel eut compassion du pauvre homme il écrivit un mot en lettres dor sur une feuille quil cueillit dun arbre dans le paradis,B1
1805,jai voulu lui offrir le café mais marie na pas voulu  chacun sa part,A2
1806,ainsi en a décidé le très puritain george bush avec la bénédiction de la féministe hillary clinton,C1
1807,66  des sympathisants de gauche y sont favorables contre 82  des sympathisants de droite,C2
1808,selon moi le risque est trop grand pour quon le prenne,B1
1809,à mesure que nous nous servons des ordinateurs comme intermédiaires de compréhension du monde je crains que notre propre intelligence ne devienne artificielle,C1
1810,deux constats récents ont imposé le débat,C1
1811,née en 1776 elle est lune des premières mathématiciennes françaises autodidactes,B2
1812,le lien entre lacteur et lacte commis est inexistant,C2
1813,sortons faisons quelquechose nimporte quoi juste pour bouger un peu,B1
